"scheduled_time","node_seq","sector_type","sector_code","sector_name","candidate_rank","candidate_score_v1","candidate_hit_count","candidate_reason_mask","hit_price_strength","hit_breadth","hit_capital_share","hit_capital_acceleration","hit_limit_strength","hit_new_high","hit_persistence","index_change_ratio_pct","index_change_1m_pct","up_ratio","up_ratio_delta_15m","turnover_market_share_pct","turnover_1m_market_share_pct","turnover_market_share_delta_15m","turnover_1m_market_share_delta_15m","turnover_share_rank","turnover_share_rank_delta","limit_up_count","limit_break_count","new_high_ratio","turnover_1m_top1_share_pct","turnover_1m_top3_share_pct","turnover_1m_top5_share_pct","candidate_hit_count_3","candidate_hit_count_5","state_data_status","state_source_scheduled_time","state_source_age_seconds"
"2026-08-28 10:00:15.000",42,"concept","885806.TI","华为概念",11,78.9383,5,94,0,1,1,1,1,0,1,1.114324,-0.08153418324966522,0.7201195219123506,0.019920318725099584,29.260074038716,30.80815786435115,0.05636748621254739,1.7666270818577026,6,0,10,2,0.022908366533864542,4.703359408277161,12.455599318299491,16.54809511115146,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885908.TI","第三代半导体",12,78.9203,5,91,1,1,0,1,1,0,1,1.336397,-0.07780828435212106,0.8111111111111111,0.13888888888888884,8.477270678564874,9.398375459707271,-0.13953656793788483,2.2029290832933768,50,-1,1,0,0.06666666666666667,9.399745936866218,20.032404536527075,29.182523090702755,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885929.TI","专精特新",13,78.8072,5,94,0,1,1,1,1,0,1,0.927674,-0.056607803604868945,0.7227642276422764,0.051219512195122,17.94244355966427,18.275461454723114,-0.0467941673698391,1.5859350991962593,16,-1,4,1,0.03902439024390244,4.833932196973081,8.908724428412471,12.704873305837234,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885786.TI","富士康概念",14,77.8638,5,91,1,1,0,1,1,0,1,1.842625,-0.11839434001988947,0.7981651376146789,0.07339449541284404,4.679431081880368,4.772543010291443,0.14144057903234497,-0.31230353337488914,104,1,2,0,0.03669724770642202,14.53307608445901,33.715822069411864,41.23750655181284,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885997.TI","比亚迪概念",15,77.7738,5,94,0,1,1,1,1,0,1,0.975221,-0.06282680813091135,0.7124087591240876,0.03795620437956204,14.633460301008858,15.153101387255685,0.09600198150531725,1.0463820688851975,24,-1,4,1,0.033576642335766425,3.1566525715102616,8.37759263969875,12.79962921871566,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885998.TI","F5G概念",16,77.108,5,91,1,1,0,1,1,0,1,1.607543,-0.12895949350418823,0.6944444444444444,0.08333333333333326,4.806060578781078,4.909621720961653,0.13145373787402725,1.7707160203579613,101,1,2,0,0.027777777777777776,43.075436723632436,64.73794998834953,76.05968976815679,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885809.TI","柔性屏(折叠屏)",17,76.7918,5,91,1,1,0,1,1,0,1,1.547316,-0.09494946669593718,0.8348623853211009,0.13761467889908252,3.543270892805634,3.649250109105669,0.0834945535298921,-0.000857314976117074,125,5,3,0,0.027522935779816515,11.89428538230127,27.89917972934422,36.19607847144348,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","885785.TI","小米概念",18,76.5167,5,94,0,1,1,1,1,0,1,1.063256,-0.06277216491872295,0.7226666666666667,0.06666666666666665,12.360503787647708,12.81124329317225,0.04549771488708387,0.5662235242700255,31,0,1,0,0.042666666666666665,9.003243048370175,19.536124361569275,27.787941327208593,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","886037.TI","6G概念",19,76.0514,5,91,1,1,0,1,1,0,1,1.354177,-0.07159809281386265,0.7448979591836735,0.08163265306122458,5.87551136891395,6.0957903966170175,-0.13059228230664832,0.8644209225375752,87,-3,1,0,0.061224489795918366,20.258159450264586,38.27815797968558,48.70144532547331,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"concept","886070.TI","AI手机",20,76.0206,5,91,1,1,0,1,1,0,1,1.562806,-0.07745963783817311,0.775,0.09999999999999998,3.32244555215122,3.6371950755260825,0.17290932096945033,0.5603540751718805,133,7,1,0,0.05,31.712001892983142,57.31344927983678,68.74041768804283,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881270.TI","元件",1,97.6771,7,127,1,1,1,1,1,1,1,2.773539,-0.0928351602620503,0.8412698412698413,0.07936507936507942,7.755614303762061,7.848363166189827,0.47118532297605054,0.460293421445515,3,0,1,0,0.1111111111111111,18.46268273711014,41.92721869436725,50.93190850380157,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884092.TI","印制电路板",2,95.489,7,127,1,1,1,1,1,1,1,2.639036,-0.10364892339194132,0.8297872340425532,0.06382978723404253,5.971119277813922,6.400602125486879,0.48933111197048174,0.6454563237021045,4,0,1,0,0.1276595744680851,22.638782461729985,51.410794236272984,62.20270808892351,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884262.TI","通信网络设备及器件",3,87.9687,6,95,1,1,1,1,1,0,1,2.073891,-0.14114017351753994,0.8,0.07500000000000007,5.508758272607308,5.254502341800672,0.5667386093911011,1.2645185771129182,5,1,2,0,0,40.248169288241535,66.28031778839201,74.12738602741473,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881124.TI","消费电子",4,86.8715,6,95,1,1,1,1,1,0,1,1.321751,-0.0924138366065419,0.78125,0.09375,2.879397206239548,3.2113899101023033,0.014922161158732461,-0.7730438574941605,8,1,1,0,0.010416666666666666,21.59804091889578,41.228448152592186,53.099494378973255,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881172.TI","电子化学品",5,86.4765,6,111,1,1,1,1,0,1,1,1.840591,-0.11088374605844331,0.9302325581395349,0.2093023255813954,2.1324243346211063,2.8965995650896095,0.02495176073696115,1.00701534824427,17,0,0,0,0.11627906976744186,16.276939137687954,39.686636548217464,52.607064244820165,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881279.TI","光伏设备",6,85.9028,6,95,1,1,1,1,1,0,1,1.198295,-0.13654508212519456,0.7916666666666666,0,1.4187062012042488,1.172576699634592,0.006686494173675506,0.12873528446700644,31,0,1,0,0.027777777777777776,19.21212059033453,33.167118099486004,45.134600145630834,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884098.TI","消费电子零部件及组装",7,85.5455,6,95,1,1,1,1,1,0,1,1.345799,-0.08834817837191089,0.788235294117647,0.09411764705882353,2.738770350420545,2.883920152584978,0.004103100612347532,-0.9630198015366189,10,0,1,0,0.011764705882352941,24.050503139883595,45.90994736374177,56.504518429611764,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881122.TI","光学光电子",8,81.8871,5,94,0,1,1,1,1,0,1,1.091673,-0.07916510838795743,0.794392523364486,0.14953271028037385,1.7696895821050729,1.853161466277375,0.051540954307850884,0.13179183876329748,24,2,1,0,0.037383177570093455,23.42225597658748,31.06614753469708,38.205815170437866,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881121.TI","半导体",9,81.4702,5,79,1,1,1,1,0,0,1,1.320314,-0.09716406283233336,0.786096256684492,0.17112299465240643,11.967196588228662,11.934695369596202,0.11281015855178467,0.7575047966288153,1,0,0,0,0.058823529411764705,5.540471745220355,15.109843048053484,22.771389338300704,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881129.TI","通信设备",10,81.2508,5,94,0,1,1,1,1,0,1,1.12718,-0.0991324902279267,0.7252747252747253,0.07692307692307687,9.322357399059602,9.71899980834755,0.2564776245417342,2.8248619246123825,2,0,2,0,0.04395604395604396,21.759862532008025,44.53124484552175,60.91037857516275,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","881140.TI","化学制药",11,80.6176,5,93,1,0,1,1,1,0,1,-0.494873,0.08358449478778063,0.3291139240506329,0.012658227848101222,1.92502208494594,1.8994182780310482,-0.030065827086669605,0.25408597310597214,21,-1,1,0,0.02531645569620253,8.18503663585428,22.116380287856895,33.20080520200007,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884034.TI","其他化学制品",12,79.7837,5,91,1,1,0,1,1,0,1,1.45328,-0.0009284460883551837,0.7926829268292683,-0.012195121951219523,0.7435609667215902,0.6390990354233039,0.06496194959497892,-0.3151158684944243,64,8,2,0,0.08536585365853659,16.447854725655176,35.51292916480586,44.501639863753496,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884144.TI","化学制剂",13,79.7524,5,93,1,0,1,1,1,0,1,-0.512005,0.09232655760122999,0.3181818181818182,0.009090909090909094,1.4652386382017923,1.3226534451044956,-0.06500462732327605,0.15485629796205602,29,0,1,0,0.01818181818181818,11.754256755644038,31.360664168752777,42.46128778537011,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884296.TI","横向通用软件",14,78.0658,5,87,1,1,1,0,1,0,1,4.797219,-0.06815579942319738,0.9512195121951219,-0.024390243902439046,1.5619735453463641,0.834901852428833,-0.2999362108343846,-0.9078684947545606,26,-3,5,0,0.024390243902439025,17.98554229008188,37.542779644977244,51.11790119822097,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"industry","884228.TI","集成电路封测",15,77.8652,5,107,1,1,0,1,0,1,1,1.780311,-0.11443947909682839,0.9285714285714286,0.1428571428571429,1.0596811803369008,1.7000396417708084,0.10363581298553137,0.9963727186483712,46,6,0,0,0.14285714285714285,30.644368468841353,72.94488568304205,89.88278059083466,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883432.TI","科技(TMT)",1,81.7981,5,94,0,1,1,1,1,0,1,1.296032,-0.05977038359651354,0.7605740181268882,0.02945619335347427,49.14045377327128,49.928013564836405,0.4063154653255765,2.3369128879963057,3,0,14,0,0.03474320241691843,4.235780370144754,9.611346386295402,13.88085939934972,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883924.TI","QFII重仓",2,77.4615,5,94,0,1,1,1,1,0,1,0.833997,-0.028072284154778693,0.7004048582995951,0.020242914979757054,23.163311411970266,25.33370777810944,0.06316391830452162,3.315687435195155,10,0,13,1,0.03562753036437247,5.719724898231912,9.761122080617849,13.166365342560457,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883409.TI","近期强势",3,72.4423,4,86,0,1,1,0,1,0,1,1.279643,-0.10038925636559615,0.6789587852494577,0.09110629067245124,28.347811027658416,26.09168661524498,-1.238196711893,1.5168859862519497,5,0,15,4,0.03036876355748373,5.553563526948083,13.672311789347324,19.02504811094611,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883910.TI","同花顺热股",4,72.1154,4,90,0,1,0,1,1,0,1,2.115778,0.013605088888413164,0.7,0.09999999999999998,18.93298816125917,19.64154418211175,0.3199112264423256,4.579874780231156,14,0,4,1,0.08,10.767182957583401,24.43165508281868,35.28458505892318,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883443.TI","同花顺算力主题精选",5,69.5192,4,90,0,1,0,1,1,0,1,1.638094,-0.1734187634062745,0.79,0.06000000000000005,19.776764179305285,20.72090541728878,1.0818428833400553,1.600364711368215,13,0,1,0,0.05,10.206315579327933,22.765833178692937,31.750378221593635,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883916.TI","百元股",6,69.0192,4,78,0,1,1,1,0,0,1,0.928837,-0.12370959748276844,0.6576576576576577,0.0990990990990992,25.481211120575626,26.15071611557511,0.8915263673287726,1.9396612974519094,8,0,0,0,0.03153153153153153,8.087124606591448,18.038843523696627,25.157880234910674,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883420.TI","减持新规(不可减持)",7,65.9904,4,92,0,0,1,1,1,0,1,0.544459,-0.02025800191074456,0.5657835653345308,-0.03457566232599907,36.286208712409724,35.44721219694899,0.4525771236472309,0.8377693952558616,4,0,22,4,0.019308486753480018,5.966170163205609,10.724570389784235,13.946474858415463,3,3,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883902.TI","昨日成交前十",8,65.7981,4,106,0,1,0,1,0,1,1,1.597329,-0.1896925995270804,0.6,0.19999999999999996,7.27676884835408,8.562060693947975,0.931960040429817,3.186850908252717,37,3,0,0,0.1,24.70014022766048,56.04672168354217,75.74665474624133,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883921.TI","减持计划",9,64.875,4,90,0,1,0,1,1,0,1,0.888014,-0.05955063048946885,0.664624808575804,-0.006125574272588086,11.99699572676163,13.16270470958312,0.1154511252338768,0.7245600320466057,22,1,8,3,0.03522205206738132,11.008515524737714,18.446051783760108,22.833427369857333,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:00:15.000",42,"style","883901.TI","昨日资金前十",10,64.5577,4,106,0,1,0,1,0,1,1,1.854371,-0.1410853225043085,0.7,0.19999999999999996,5.881299597802317,6.888855723485235,0.24156911359762212,1.1511485086478572,42,0,0,0,0.1,21.03423920593807,49.244432258216605,68.91149724058994,2,2,"CURRENT","2026-08-28 10:00:15.000",0
"2026-08-28 10:30:15.000",72,"concept","886021.TI","国企改革",1,81.3907,5,94,0,1,1,1,1,0,1,0.532764,0.03550726127037329,0.6005453306066802,0.0633946830265848,23.644348760320803,25.301715907465965,0.06573408928473867,2.661170476240155,11,0,17,0,0.028629856850715747,2.593619833813267,6.332389223806436,9.690713858536887,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885530.TI","黄金概念",2,80.3599,5,59,1,1,0,1,1,1,0,0.567687,0.23298170377603622,0.4939759036144578,0.25301204819277107,3.7819684962167184,6.776194331155126,0.05319090601938292,4.374652879936095,115,2,3,0,0.1927710843373494,7.276287071036333,20.43745952052277,30.03893708863341,1,1,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885980.TI","华为鲲鹏",3,78.1594,5,91,1,1,0,1,1,0,1,1.815969,-0.12708570738590996,0.8057142857142857,-0.02857142857142858,3.186576569101863,3.1732170054883353,-0.09220564978755297,0.1231904274983382,137,-1,5,0,0.017142857142857144,11.390927296823527,22.94594478152646,31.85879748807786,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885494.TI","一带一路",4,76.964,5,94,0,1,1,1,1,0,1,0.49529,0.025516364452315976,0.6020278833967047,0.04562737642585546,13.561628867699731,14.343053001937314,0.008167736821780736,0.4756757149832289,27,0,9,1,0.020278833967046894,4.575248533087668,11.744083189585929,18.128840710045505,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885956.TI","智慧政务",5,76.6015,5,91,1,1,0,1,1,0,1,1.461735,-0.1200090605751769,0.7772727272727272,-0.022727272727272818,3.7556900012792243,4.211972092411475,-0.056144505874924366,0.013217599237262512,117,-4,3,0,0.013636363636363636,10.42051453192629,26.697306834604294,34.83098760430758,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886007.TI","TOPCON电池",6,76.6015,5,91,1,1,0,1,1,0,1,1.176174,0.02052777620475954,0.6463414634146342,-0.03658536585365857,2.112332476016574,2.9158461210653313,-0.008085788968379859,1.2843498854365831,175,0,3,0,0.036585365853658534,19.9991132845302,44.94491824420984,59.779259793063424,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886110.TI","2026中报预增",7,75.7532,4,92,0,0,1,1,1,0,1,0.661668,0.06569356935963722,0.578125,0.044921875,29.21684674121648,29.875911115171526,-0.12095313748508474,1.2760667609402532,7,0,6,2,0.025390625,2.755171165221433,7.169247918700518,11.316717330672693,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885903.TI","环氧丙烷",8,75.3882,6,123,1,1,0,1,1,1,1,1.73286,0.11664195263592081,0.8846153846153846,0,0.5548543047689081,0.6030603946257114,-0.00017479988889534948,0.04745867874100962,318,0,1,0,0.11538461538461539,28.087339881060437,66.33369285525639,79.78444197348787,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886053.TI","BC电池",9,74.8432,5,91,1,1,0,1,1,0,1,1.266204,0.06587825796255942,0.75,0,1.3747999850793866,1.898399546423279,-0.005497764835945773,0.6898551455777271,234,-2,1,0,0.038461538461538464,30.717631072611617,57.31724950880911,66.02086425231825,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885782.TI","水泥概念",10,74.5604,6,123,1,1,0,1,1,1,1,0.836486,0.08916614541134571,0.717391304347826,0.15217391304347827,0.369620506331425,0.4966276691902206,0.0011356359066235777,0.19257592028123044,343,0,2,0,0.08695652173913043,19.794699069976605,44.820899333578915,58.890161817213404,2,2,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885312.TI","物联网",11,73.9254,5,94,0,1,1,1,1,0,1,0.638012,-0.015084967425893492,0.6098081023454158,-0.05330490405117261,11.177907699246111,11.532339492929083,-0.13269497325683055,1.2055125074062367,36,0,6,0,0.008528784648187633,5.744847571994825,14.918171262180433,22.167872142218847,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885710.TI","锂电池概念",12,73.6787,4,92,0,0,1,1,1,0,1,0.339217,0.06774352385503501,0.5641447368421053,0.03125,15.646977179269994,15.855066645756551,-0.1736410474514649,2.1820117100625414,21,0,5,2,0.01644736842105263,3.94151008328688,10.601634550117884,15.175298495883634,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885611.TI","阿里巴巴概念",13,73.5116,5,87,1,1,1,0,1,0,1,1.20604,-0.06543284569778818,0.6925287356321839,-0.04022988505747127,11.364206678612545,10.934391717689545,-0.05879854117859118,-0.20135624434276167,35,0,5,0,0.008620689655172414,6.28560585428965,16.358635225848392,23.65908489737891,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886102.TI","中国AI50",14,73.3779,5,91,1,1,0,1,1,0,1,1.576791,-0.13933671505665934,0.7,-0.06000000000000005,7.227108247860755,6.9330191462296025,-0.0723544596933765,0.8204708821364823,64,0,1,0,0,17.054009373722295,34.91011834894929,46.365869100736276,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885844.TI","国产操作系统",15,73.3239,5,91,1,1,0,1,1,0,1,1.702529,-0.06893131838181521,0.7014925373134329,-0.08955223880597007,2.802164218500339,2.9781523198212425,-0.016999945624455837,0.9416334676095137,148,3,3,0,0,13.92927295460221,40.597801212196686,61.47054046276288,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886058.TI","华为昇腾",16,73.1388,5,91,1,1,0,1,1,0,1,1.327827,-0.12396531416545287,0.7238095238095238,-0.08571428571428574,1.8884423628978413,2.5509855936731265,0.014114655829763567,0.5839410885754679,191,3,1,0,0.009523809523809525,24.075605366749926,35.162463656340734,43.24990044082343,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885843.TI","华为海思概念股",17,72.5681,5,91,1,1,0,1,1,0,1,1.208051,0.000048465462310076646,0.6274509803921569,-0.05882352941176472,2.2595639804354355,2.8645942395124275,0.03284254104279194,0.5046692254415284,168,2,1,0,0.0196078431372549,21.439868028217486,39.9189155249529,52.861786833069026,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885982.TI","华为欧拉",18,72.4447,5,91,1,1,0,1,1,0,1,2.151281,-0.14689638680436268,0.7446808510638298,-0.14893617021276595,0.9049262745166212,1.1020210634691725,-0.027190587453905235,0.2982868182698115,270,-3,1,0,0.02127659574468085,18.797051918413473,36.11718844392981,45.79837962411915,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","886039.TI","ERP概念",19,71.9126,5,91,1,1,0,1,1,0,1,2.388118,-0.223325982501843,0.7714285714285715,-0.02857142857142858,0.73455302308325,0.6280470754551696,0.011594993909539442,-0.05508810491143257,296,4,1,0,0.02857142857142857,11.75488399076223,34.52627738704731,52.830775460594026,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"concept","885520.TI","沪股通",20,71.7275,4,92,0,0,1,1,1,0,1,0.484991,0.020297986179751426,0.5556908094948265,0.03712720632988431,40.680511939308076,40.57539293406178,0.11480532617205341,-0.2191682198783056,4,0,20,1,0.018259281801582473,1.632800762842584,4.7902794216628655,7.585386516979751,3,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"industry","884141.TI","饰品",1,86.7561,6,123,1,1,0,1,1,1,1,2.511889,0.17046376341343095,0.8666666666666667,0.06666666666666665,0.2208764356811909,0.7717272126660448,0.007670396283919995,0.6514797312651345,158,5,2,0,0.3333333333333333,56.873615024425725,86.46923330433226,93.09839062424862,2,4,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"industry","881168.TI","工业金属",2,86.3636,6,111,1,1,1,1,0,1,1,0.105485,0.17330303765634714,0.509090909090909,0.21818181818181814,1.9771178804932759,3.5021665783595863,0.06037031600299336,2.0493788409503706,20,0,0,0,0.07272727272727272,7.693089602392568,19.876912403719952,31.458064036683393,2,3,"FALLBACK","2026-08-28 10:29:15.000",60
"2026-08-28 10:30:15.000",72,"industry","884262.TI","通信网络设备及器件",3,85.9749,6,95,1,1,1,1,1,0,1,1.787402,0.008315986156604005,0.7,0.02499999999999991,5.464125947120991,4.496574724193874,0.06333035217904381,-1.291531199365168,5,0,2,0,0,26.294631082594222,51.90410137682726,63.43063752179019,3,5,"FALLBACK","2026-08-28 10:29:15.000",60
