"strategic_theme","strategic_subtheme","watch_level","sector_type","sector_code","sector_name","scheduled_time","state_data_status","state_source_scheduled_time","state_source_age_seconds","index_change_ratio_pct","current_class_rank","current_candidate_rank","turnover_market_share_pct","turnover_1m_market_share_pct","turnover_market_share_delta_15m","turnover_1m_market_share_delta_15m","up_ratio","new_high_ratio","limit_up_count","limit_break_count","turnover_1m_top1_share_pct","turnover_1m_top3_share_pct","turnover_1m_top5_share_pct","turnover_rank_last_5"
"具身智能","传感器","IMPORTANT","concept","885946.TI","传感器","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.371092,72,\N,6.5237430168504185,7.075195895224222,0.008059864441623432,0.9526396202657494,0.32592592592592595,0,4,2,26.173714359411992,35.92065767244696,43.544358828767855,"[('2026-08-28 14:00:15.000',72),('2026-08-28 14:15:15.000',72),('2026-08-28 14:30:15.000',71),('2026-08-28 14:45:15.000',72),('2026-08-28 15:00:00.000',72)]"
"具身智能","自动化设备","IMPORTANT","industry","881171.TI","自动化设备","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.188312,19,\N,2.078732522941633,3.428854945275538,0.007248250371174603,1.4863792054587701,0.36363636363636365,0,0,0,48.93356225479046,60.34516503596997,68.80929752296367,"[('2026-08-28 14:00:15.000',19),('2026-08-28 14:15:15.000',20),('2026-08-28 14:30:15.000',19),('2026-08-28 14:45:15.000',18),('2026-08-28 15:00:00.000',19)]"
"具身智能","工业控制","IMPORTANT","industry","884219.TI","工控设备","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.677832,98,\N,0.47715856801135054,0.3294432415349554,-0.0028889901392723516,0.020362893746324218,0.35294117647058826,0,0,0,27.67255084747042,66.35746261958997,76.03075723797895,"[('2026-08-28 14:00:15.000',97),('2026-08-28 14:15:15.000',98),('2026-08-28 14:30:15.000',98),('2026-08-28 14:45:15.000',98),('2026-08-28 15:00:00.000',98)]"
"具身智能","电机","IMPORTANT","industry","881277.TI","电机","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.286609,195,\N,0.168012167677239,0.16671324741419857,0.0044818847859372235,-0.021772023795416845,0.46153846153846156,0,0,0,20.64080732325005,50.69608778428919,62.703584855530636,"[('2026-08-28 14:00:15.000',195),('2026-08-28 14:15:15.000',198),('2026-08-28 14:30:15.000',200),('2026-08-28 14:45:15.000',198),('2026-08-28 15:00:00.000',195)]"
"国产AI算力","存储","CORE","concept","886042.TI","存储芯片","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.430377,22,\N,14.743051123685136,14.698442683329457,-0.04114000830501219,0.027264451306468374,0.2315270935960591,0,1,1,14.460391524016078,33.79774833462714,40.099902945507424,"[('2026-08-28 14:00:15.000',23),('2026-08-28 14:15:15.000',22),('2026-08-28 14:30:15.000',22),('2026-08-28 14:45:15.000',22),('2026-08-28 15:00:00.000',22)]"
"国产AI算力","先进封装","CORE","concept","886009.TI","先进封装","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.24214,31,\N,11.874400888803907,10.039617092928944,-0.04852059211121329,-0.9153535662238248,0.25728155339805825,0,2,1,9.86540357192835,19.792527827360693,27.493897557914483,"[('2026-08-28 14:00:15.000',30),('2026-08-28 14:15:15.000',30),('2026-08-28 14:30:15.000',31),('2026-08-28 14:45:15.000',31),('2026-08-28 15:00:00.000',31)]"
"国产AI算力","服务器处理器","CORE","concept","885980.TI","华为鲲鹏","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,0.440913,147,\N,2.8133718368872414,2.885770257406712,-0.01073616331187166,0.5592483157122117,0.52,0,5,0,15.011254530750703,26.39467434218431,35.66344669787194,"[('2026-08-28 14:00:15.000',144),('2026-08-28 14:15:15.000',147),('2026-08-28 14:30:15.000',147),('2026-08-28 14:45:15.000',147),('2026-08-28 15:00:00.000',147)]"
"国产AI算力","芯片设计","CORE","concept","885843.TI","华为海思概念股","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.430495,174,\N,2.1702570756955937,2.3819096194797824,0.007115219736618883,0.4348738822338656,0.27450980392156865,0,1,1,15.282002682973935,34.32717684752505,48.07396165557256,"[('2026-08-28 14:00:15.000',174),('2026-08-28 14:15:15.000',174),('2026-08-28 14:30:15.000',174),('2026-08-28 14:45:15.000',174),('2026-08-28 15:00:00.000',174)]"
"国产AI算力","国产算力芯片","CORE","concept","886058.TI","华为昇腾","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.192889,204,\N,1.7233917913982908,2.0692655269548164,-0.0056654093696102414,0.7814738753936983,0.4380952380952381,0,2,0,20.934496461143638,34.6453605501751,42.74216320566862,"[('2026-08-28 14:00:15.000',196),('2026-08-28 14:15:15.000',198),('2026-08-28 14:30:15.000',200),('2026-08-28 14:45:15.000',204),('2026-08-28 15:00:00.000',204)]"
"国产AI算力","芯片设计","CORE","industry","884287.TI","数字芯片设计","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.90122,4,\N,5.300094341331473,6.64503100861919,-0.01276216463735036,1.4167835734589058,0.14285714285714285,0,0,0,31.98558979161475,66.11116193195836,72.98320089968018,"[('2026-08-28 14:00:15.000',4),('2026-08-28 14:15:15.000',4),('2026-08-28 14:30:15.000',4),('2026-08-28 14:45:15.000',4),('2026-08-28 15:00:00.000',4)]"
"国产AI算力","芯片综合","IMPORTANT","concept","885756.TI","芯片概念","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.773764,4,\N,40.0015049260383,37.98604022969776,-0.15778986938749284,-0.9146168122150016,0.3351409978308026,0,10,5,5.595351205574833,14.604874404271872,19.276628949806724,"[('2026-08-28 14:00:15.000',4),('2026-08-28 14:15:15.000',4),('2026-08-28 14:30:15.000',4),('2026-08-28 14:45:15.000',4),('2026-08-28 15:00:00.000',4)]"
"国产AI算力","半导体综合","IMPORTANT","industry","881121.TI","半导体","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.601907,1,\N,12.178761911291843,11.958646111173795,-0.012964136759483935,-0.6400449475247463,0.18716577540106952,0,0,2,17.773352770733606,37.08590363320702,42.72149503377042,"[('2026-08-28 14:00:15.000',1),('2026-08-28 14:15:15.000',1),('2026-08-28 14:30:15.000',1),('2026-08-28 14:45:15.000',1),('2026-08-28 15:00:00.000',1)]"
"国产AI算力","半导体设备","IMPORTANT","industry","884229.TI","半导体设备","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-2.134219,25,\N,1.7094434567075971,1.1912921184694325,0.013398659751780562,-1.1899141830211668,0.15384615384615385,0,0,0,11.924305798819,33.81817633061581,50.16701027683924,"[('2026-08-28 14:00:15.000',25),('2026-08-28 14:15:15.000',25),('2026-08-28 14:30:15.000',25),('2026-08-28 14:45:15.000',25),('2026-08-28 15:00:00.000',25)]"
"国产AI算力","封装测试","IMPORTANT","industry","884228.TI","集成电路封测","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-1.210679,44,\N,1.1242824912157732,0.9056288992952247,0.0008317676985216682,-0.2873561270172361,0.14285714285714285,0,0,0,28.502529618509836,73.0593780878462,90.67127545694579,"[('2026-08-28 14:00:15.000',43),('2026-08-28 14:15:15.000',44),('2026-08-28 14:30:15.000',44),('2026-08-28 14:45:15.000',45),('2026-08-28 15:00:00.000',44)]"
"国产AI算力","芯片制造","IMPORTANT","industry","884227.TI","集成电路制造","2026-08-28 15:00:00.000","CURRENT","2026-08-28 15:00:00.000",0,-0.853819,69,\N,0.7248788959950667,0.4722138612973438,-0.000725833882860516,-0.23342100394825027,0.14285714285714285,0,0,0,43.288928201713674,77.61339832909695,95.21903669538987,"[('2026-08-28 14:00:15.000',67),('2026-08-28 14:15:15.000',68),('2026-08-28 14:30:15.000',68),('2026-08-28 14:45:15.000',68),('2026-08-28 15:00:00.000',69)]"
